album_id,album_popularity,release_date
7yS1RMcw03GA0N4jbl2bgU,38,2017-05-08
6yClcORh3xiP9Gg1aqbvZ9,49,2017-03-31
0vNzoZ2y8HiQPXyhjxsZvA,33,2016-11-04
0NvirtaDCaZU5PAW1O5FDE,57,2017-04-28
60leTuSu35CCjcrpV2RHGQ,36,2014-07-29
6VB3iQvl5osGIQyaJv7vqm,41,2015-05-08
6o4STrKI7oQoWppn6Nkdp5,31,2017-05-05
2R5PAxygJ4YeRuSwoalKam,46,2014-09-22
0pBF3BXIBvjoSzoYXbwpji,34,2013-09-27
2lmXOunRvqqEEiJRVRzOOv,36,2016-11-04
7K6OykPbezfgKgBufihn6X,59,2017-07-27
2tH1S9Q2RUcLrOizMy9I1K,39,2015-10-09
43qobCIpLpsxshjc7PbAXb,32,2010-09-30
69uLe8PRldwEfGMpS0332j,33,2016-06-03
3nFMhhRvntmafaNnxJqcYX,33,2013-04-02
22CbLhGKCX4cWs8ajlo1bm,31,2010-01-01
6Wqbd052w2anRHu1yjRTPr,36,2010
37rI2gAtakAmSFtbIE9THq,36,2017-03-10
15gGqbI9XtUGoClVR33kmn,51,2015-10-30
2iB2b6Vw1eOWJc4ZNQPLhW,44,2017-02-10
3qP35IG0eAuq1ENKqrNn8K,30,2016-09-30
544YLUAEKImL67ddh3NPz8,42,2016-01-15
49sSFDKxt8QkvJpKYTEP0l,38,2017-05-12
5oFhCtICV8D4Hh50FU32BG,43,2017-06-30
3vnghXv0nvTINC9zLFFPnB,32,2010-05-25
3Hfzq8ppZoC0pkwTuEMF4g,30,2017-02-24
0kmIEXs6tj0gcHYBiZp7xx,37,2017-02-24
2O5841tkIKVcWFQTMHKJlw,48,2015-10-23
40EDAH4pR1cabq0ebLrfD2,36,2016-09-29
7FRf2pzChLAhYLWL55hmlH,54,2017-08-25
15egQXR5QFe5oyqH0U4rlE,35,2017-06-16
6FLtXL76cqZVn5f0L4vR84,36,2016-10-28
5ucGsqmWnXrx69gHS3ldOV,42,2013-11-12
5shBLuRyrPtZ4kH3seHPXi,30,2016-07-15
4c34VLWSkCUFTOfPCqAvfM,31,2015-11-30
4XRo183q0BeXbtJx2d9VWI,38,2016-08-05
7ifkO4gppMVf0HNy7JJDHn,52,2017-07-14
6yYY1YIGjTk8tPwyTIyx6c,39,2016-06-03
1bAQmWedFHr9gkf7iBlqAE,51,2012-06-15
4AoyrrJxh8ArnS2X8Y06dJ,35,2011-10-18
4q3SkZWPYJtKno1RbnrjL4,55,2015-10-23
6b0ipkFRwnrtJniaMRXGUV,36,2015-06-18
7veGag0hiRIo5k2EZhtlJl,38,2010-01-29
2RRdk9dTPqgDdeEWRSflbg,42,2014-09-30
2hc2nl6opteMmG3LCDVt0e,67,2013-01-01
7n2eaDnp87cvtj1910E8vP,31,2017-05-19
3rgETN4XlGeTJaU4w1BfEO,37,2013-01-01
14tuHLGkX1VUaPiteXdoVq,39,2017-09-22
5s1szSS0a2V9biUld0YdNK,44,2010-01-01
4Nr8sEsN2h0xMbqJNsFbyJ,54,2016-11-04
2w5KeioTKKUi2rLyH54WVD,55,2017-05-26
6Wk4vPWEk0pULXuAZmwpRV,32,2015-12-15
5dlc7AMvdxeW2jUl0Fe0L9,31,2017-07-28
6MuoqipFgorIZEYwGWEFAU,44,2010-05-10
712VoD72K500yLhhgqCyVe,52,2013-08-20
67J2dREufTeiWGalDC2GAf,49,2016-05-09
